Date,CampaignID,Impressions,Reach,Spend_IDR
2025-08-28,DIG_GOOGLE_001,446327,283320,2535825
2025-08-29,DIG_GOOGLE_001,280886,174032,4312741
2025-08-30,DIG_GOOGLE_001,605048,482441,2480220
2025-08-31,DIG_GOOGLE_001,316667,244914,3911771
2025-09-01,DIG_GOOGLE_001,291530,186970,3665058
2025-09-05,DIG_GOOGLE_001,476926,421666,4829589
2025-09-06,DIG_GOOGLE_001,200769,158481,5807766
2025-09-07,DIG_GOOGLE_001,619259,439331,5952110
2025-09-08,DIG_GOOGLE_001,337608,239107,2028318
2025-09-09,DIG_GOOGLE_001,216639,171301,5525153
2025-09-13,DIG_GOOGLE_001,315622,276712,6214129
2025-09-16,DIG_GOOGLE_001,519513,445990,4122443
2025-09-17,DIG_GOOGLE_001,169502,132950,5726216
2025-09-18,DIG_GOOGLE_001,171605,143371,1983053
2025-09-19,DIG_GOOGLE_001,493200,421562,1982006
2025-09-20,DIG_GOOGLE_001,180377,146149,2670678
2025-09-21,DIG_GOOGLE_001,593323,433285,5314304
2025-09-22,DIG_GOOGLE_001,395367,310201,5729924
2025-09-25,DIG_GOOGLE_001,598701,481502,2839251
2025-09-26,DIG_GOOGLE_001,337125,292116,4019265
2025-09-27,DIG_GOOGLE_001,607291,514557,6247053
2025-09-30,DIG_GOOGLE_001,529104,396537,2015984
2025-10-01,DIG_GOOGLE_001,221659,182933,2018906
2025-10-03,DIG_GOOGLE_001,276582,231747,5311155
2025-10-04,DIG_GOOGLE_001,369868,260439,5750362
2025-10-06,DIG_GOOGLE_001,441680,322314,5886316
2025-10-07,DIG_GOOGLE_001,381323,341486,2052334
2025-10-08,DIG_GOOGLE_001,345737,275115,4750251
2025-10-09,DIG_GOOGLE_001,591041,389251,3617092
2025-10-10,DIG_GOOGLE_001,404273,317167,4090189
2025-10-11,DIG_GOOGLE_001,638300,541338,1891426
2025-10-12,DIG_GOOGLE_001,571259,510716,4031675
2025-10-15,DIG_GOOGLE_001,545300,388845,5615137
2025-10-16,DIG_GOOGLE_001,445279,302010,3569590
2025-10-17,DIG_GOOGLE_001,348052,238276,2135532
2025-10-19,DIG_GOOGLE_001,635831,554844,6754312
2025-10-21,DIG_GOOGLE_001,209132,187447,3471619
2025-10-22,DIG_GOOGLE_001,500726,438729,4133987
2025-10-24,DIG_GOOGLE_001,422430,265391,3596918
2025-10-26,DIG_GOOGLE_001,648549,484330,2016729
2025-10-30,DIG_GOOGLE_001,543996,473112,2611799
2025-10-31,DIG_GOOGLE_001,228813,203763,3480186
2025-11-01,DIG_GOOGLE_001,514427,346134,2831058
2025-11-03,DIG_GOOGLE_001,377194,281545,1525889
2025-11-04,DIG_GOOGLE_001,335247,290692,3725338
2025-11-05,DIG_GOOGLE_001,430976,278218,5893214
2025-11-06,DIG_GOOGLE_001,255700,176522,3921475
2025-11-07,DIG_GOOGLE_001,399088,248788,4425775
2025-11-08,DIG_GOOGLE_001,214518,185970,6072424
2025-11-09,DIG_GOOGLE_001,249163,223765,6933372
2025-11-10,DIG_GOOGLE_001,381875,231835,4053723
2025-11-12,DIG_GOOGLE_001,159428,98085,1912319
2025-11-13,DIG_GOOGLE_001,374850,259407,4263069
2025-11-14,DIG_GOOGLE_001,158737,108693,3823358
2025-11-15,DIG_GOOGLE_001,547802,492384,6660835
2025-11-16,DIG_GOOGLE_001,484580,356621,6543823
2025-11-17,DIG_GOOGLE_001,556863,373428,4822764
2025-11-18,DIG_GOOGLE_001,589637,486443,4632998
2025-11-19,DIG_GOOGLE_001,322942,276319,3389799
2025-11-21,DIG_GOOGLE_001,572094,455384,2737315
2025-11-23,DIG_GOOGLE_001,593282,416008,6234440
2025-11-25,DIG_GOOGLE_001,584500,410128,4959199
2025-11-26,DIG_GOOGLE_001,492678,423631,4030004
2025-11-27,DIG_GOOGLE_001,290528,194240,5171570
2025-11-28,DIG_GOOGLE_001,234261,188370,4549814
2025-11-29,DIG_GOOGLE_001,191562,153325,6096106
2025-11-30,DIG_GOOGLE_001,541667,454399,6881051
2025-12-02,DIG_GOOGLE_001,541398,446260,2805691
2025-12-03,DIG_GOOGLE_001,540459,482466,4697381
2025-12-05,DIG_GOOGLE_001,199291,134374,3397621
2025-12-07,DIG_GOOGLE_001,517137,431576,5150984
2025-12-08,DIG_GOOGLE_001,351751,249550,2871659
2025-12-11,DIG_GOOGLE_001,306443,256109,5456708
2025-12-12,DIG_GOOGLE_001,355404,224704,4975449
2025-12-13,DIG_GOOGLE_001,560259,348422,3972282
2025-12-14,DIG_GOOGLE_001,510904,423131,5666473
2025-12-15,DIG_GOOGLE_001,573515,449197,4141965
2025-12-16,DIG_GOOGLE_001,299941,242995,4813978
2025-12-18,DIG_GOOGLE_001,248378,182999,5415508
2025-12-23,DIG_GOOGLE_001,325715,229699,4453637
2025-12-24,DIG_GOOGLE_001,375648,317129,4843842
2025-12-26,DIG_GOOGLE_001,346457,255334,4336071
2025-12-28,DIG_GOOGLE_001,541376,414614,6582357
2025-12-30,DIG_GOOGLE_001,187507,137118,1621876
2025-12-31,DIG_GOOGLE_001,394030,314721,5929175
2024-01-01,DIG_GOOGLE_002,100319,81220,982695
2024-01-02,DIG_GOOGLE_002,138800,115293,1276525
2024-01-03,DIG_GOOGLE_002,134485,107686,1665310
2024-01-04,DIG_GOOGLE_002,84674,75681,1114080
2024-01-05,DIG_GOOGLE_002,123467,82220,1994115
2024-01-06,DIG_GOOGLE_002,213572,180589,671272
2024-01-08,DIG_GOOGLE_002,199509,136344,1369751
2024-01-10,DIG_GOOGLE_002,174170,156676,1963820
2024-01-11,DIG_GOOGLE_002,125553,102116,806815
2024-01-13,DIG_GOOGLE_002,98077,84589,1509048
2024-01-14,DIG_GOOGLE_002,103395,73096,1799621
2024-01-16,DIG_GOOGLE_002,60392,45378,642504
2024-01-17,DIG_GOOGLE_002,153538,94934,990940
2024-01-22,DIG_GOOGLE_002,161894,103649,1098913
2024-01-23,DIG_GOOGLE_002,118232,90519,677811
2024-01-24,DIG_GOOGLE_002,157903,95689,539947
2024-01-26,DIG_GOOGLE_002,115212,71190,1495850
2024-01-27,DIG_GOOGLE_002,204932,167984,1530169
2024-01-28,DIG_GOOGLE_002,111300,70667,976492
2024-01-29,DIG_GOOGLE_002,127191,104623,1976463
2024-01-30,DIG_GOOGLE_002,82358,68040,1774867
2024-02-01,DIG_GOOGLE_002,195515,163105,1020203
2024-02-02,DIG_GOOGLE_002,110648,82653,1345912
2024-02-03,DIG_GOOGLE_002,173896,144953,1102795
2024-02-05,DIG_GOOGLE_002,88220,64241,1734283
2024-02-07,DIG_GOOGLE_002,73980,54885,795595
2024-02-14,DIG_GOOGLE_002,109460,95940,1894897
2024-02-15,DIG_GOOGLE_002,160353,144169,1572864
2024-02-17,DIG_GOOGLE_002,120730,79537,1603047
2024-02-18,DIG_GOOGLE_002,152170,132669,999618
2024-02-20,DIG_GOOGLE_002,86767,58700,619849
2024-02-21,DIG_GOOGLE_002,138158,106858,1082695
2024-02-22,DIG_GOOGLE_002,155968,132252,1008007
2024-02-23,DIG_GOOGLE_002,94449,60562,628303
2024-02-24,DIG_GOOGLE_002,137340,91510,880683
2024-02-26,DIG_GOOGLE_002,75423,45276,1332119
2024-02-28,DIG_GOOGLE_002,149610,117219,648414
2024-02-29,DIG_GOOGLE_002,183060,123299,1128887
2024-03-01,DIG_GOOGLE_002,165680,144960,993673
2024-03-05,DIG_GOOGLE_002,197420,118866,1626580
2024-03-06,DIG_GOOGLE_002,187674,162366,1608457
2024-03-09,DIG_GOOGLE_002,59406,45350,612456
2024-03-10,DIG_GOOGLE_002,126569,110788,1412241
2024-03-11,DIG_GOOGLE_002,185429,139044,1784340
2024-03-12,DIG_GOOGLE_002,156195,109112,1641530
2024-03-13,DIG_GOOGLE_002,69654,47951,897278
2024-03-14,DIG_GOOGLE_002,193174,155645,1456567
2024-03-18,DIG_GOOGLE_002,176941,154225,987191
2024-03-19,DIG_GOOGLE_002,168879,115770,513594
2024-03-20,DIG_GOOGLE_002,127612,102799,1707482
2024-03-22,DIG_GOOGLE_002,93599,64729,1254791
2024-03-24,DIG_GOOGLE_002,73806,54755,894347
2024-03-25,DIG_GOOGLE_002,120660,77589,1480187
2024-03-26,DIG_GOOGLE_002,73916,59644,1860184
2024-03-27,DIG_GOOGLE_002,72590,64059,1622878
2024-03-28,DIG_GOOGLE_002,86991,71491,1770606
2024-03-30,DIG_GOOGLE_002,170969,107372,1291116
2024-04-01,DIG_GOOGLE_002,149621,94186,785885
2024-04-04,DIG_GOOGLE_002,183137,124138,1728586
2024-04-06,DIG_GOOGLE_002,153799,125218,1344016
2024-04-07,DIG_GOOGLE_002,162469,114900,1122916
2024-04-09,DIG_GOOGLE_002,71889,56700,851602
2024-04-10,DIG_GOOGLE_002,98956,68370,753435
2024-04-11,DIG_GOOGLE_002,164547,127135,1320363
2024-04-13,DIG_GOOGLE_002,162624,130554,1384101
2024-04-14,DIG_GOOGLE_002,169871,106724,1912137
2024-04-15,DIG_GOOGLE_002,199021,160811,1587173
2024-04-16,DIG_GOOGLE_002,180188,161998,1272219
2024-04-18,DIG_GOOGLE_002,159010,129207,618432
2024-04-20,DIG_GOOGLE_002,108512,89857,1776718
2024-04-21,DIG_GOOGLE_002,108386,65324,1831161
2024-04-22,DIG_GOOGLE_002,148893,130681,669903
2024-04-24,DIG_GOOGLE_002,103032,89652,1713879
2024-04-26,DIG_GOOGLE_002,100597,84054,1110705
2024-04-27,DIG_GOOGLE_002,161420,144098,1832259
2024-04-29,DIG_GOOGLE_002,174419,151686,1585367
2024-04-30,DIG_GOOGLE_002,98034,71597,953118
2024-05-01,DIG_GOOGLE_002,149482,111993,1244308
2024-05-02,DIG_GOOGLE_002,181398,159942,599662
2024-05-03,DIG_GOOGLE_002,69716,58508,1822086
2024-05-04,DIG_GOOGLE_002,113358,87929,1334418
2024-05-05,DIG_GOOGLE_002,120874,103738,1747164
2024-05-06,DIG_GOOGLE_002,100419,85780,822947
2024-05-07,DIG_GOOGLE_002,147341,103778,1303698
2024-05-08,DIG_GOOGLE_002,82232,56350,1212882
2024-05-09,DIG_GOOGLE_002,98105,87171,955955
2024-05-10,DIG_GOOGLE_002,56806,35899,1681073
2024-05-12,DIG_GOOGLE_002,127327,96972,943767
2024-05-14,DIG_GOOGLE_002,157555,140754,1395083
2024-05-16,DIG_GOOGLE_002,164491,134705,1564368
2024-05-19,DIG_GOOGLE_002,194878,131682,788574
2024-05-20,DIG_GOOGLE_002,172981,110356,1101843
2024-05-21,DIG_GOOGLE_002,66460,46871,505423
2024-05-22,DIG_GOOGLE_002,179610,148478,1768852
2024-05-23,DIG_GOOGLE_002,77628,53127,1284870
2024-05-24,DIG_GOOGLE_002,64198,44233,1602520
2024-05-26,DIG_GOOGLE_002,228516,173215,2289965
2024-05-27,DIG_GOOGLE_002,73896,49925,1686165
2024-05-29,DIG_GOOGLE_002,147668,121063,802306
2024-05-30,DIG_GOOGLE_002,83191,59395,915470
2024-06-02,DIG_GOOGLE_002,82019,54706,611313
2024-06-03,DIG_GOOGLE_002,111547,69444,719639
2024-06-06,DIG_GOOGLE_002,183512,163269,634557
2024-06-07,DIG_GOOGLE_002,176290,134325,1556959
2024-06-08,DIG_GOOGLE_002,145866,105051,1461405
2024-06-11,DIG_GOOGLE_002,153303,98427,1378335
2024-06-12,DIG_GOOGLE_002,135075,89838,1858322
2024-06-13,DIG_GOOGLE_002,132152,92549,1277340
2024-06-14,DIG_GOOGLE_002,71770,54824,603027
2024-06-15,DIG_GOOGLE_002,82020,65794,2185635
2024-06-16,DIG_GOOGLE_002,189443,142052,1319617
2024-06-18,DIG_GOOGLE_002,164107,128363,1389358
2024-06-19,DIG_GOOGLE_002,192363,137157,1683829
2024-06-20,DIG_GOOGLE_002,103820,75126,629409
2024-06-22,DIG_GOOGLE_002,60778,44936,1915919
2024-06-24,DIG_GOOGLE_002,115011,93312,547283
2024-06-25,DIG_GOOGLE_002,150470,101765,1189967
2024-06-27,DIG_GOOGLE_002,148401,125920,1093625
2024-06-30,DIG_GOOGLE_002,94903,81565,820147
2024-07-03,DIG_GOOGLE_002,147302,119785,1305213
2024-07-04,DIG_GOOGLE_002,103920,67946,1655017
2024-07-05,DIG_GOOGLE_002,102548,64351,517968
2024-07-06,DIG_GOOGLE_002,211797,180426,1730778
2024-07-07,DIG_GOOGLE_002,90804,80934,841349
2024-07-08,DIG_GOOGLE_002,176111,126546,773753
2024-07-10,DIG_GOOGLE_002,125742,109117,1089832
2024-07-12,DIG_GOOGLE_002,110503,98645,832663
2024-07-13,DIG_GOOGLE_002,135101,102623,2005975
2024-07-14,DIG_GOOGLE_002,204378,153735,1865257
2024-07-15,DIG_GOOGLE_002,76564,67512,1010429
2024-07-16,DIG_GOOGLE_002,157302,131705,1701037
2024-07-18,DIG_GOOGLE_002,75154,59222,1846925
2024-07-20,DIG_GOOGLE_002,191787,162895,1933356
2024-07-21,DIG_GOOGLE_002,109983,90374,1826891
2024-07-22,DIG_GOOGLE_002,112375,72886,1396316
2024-07-23,DIG_GOOGLE_002,142710,121959,616353
2024-07-24,DIG_GOOGLE_002,118620,97424,599359
2024-07-25,DIG_GOOGLE_002,84800,61032,907476
2024-07-26,DIG_GOOGLE_002,159281,124765,1028898
2024-07-27,DIG_GOOGLE_002,139795,123071,1747942
2024-07-28,DIG_GOOGLE_002,183573,122342,1907099
2024-07-30,DIG_GOOGLE_002,71878,48686,1518325
2024-07-31,DIG_GOOGLE_002,124953,88992,978540
2024-08-01,DIG_GOOGLE_002,50691,40294,1230718
2024-08-02,DIG_GOOGLE_002,64122,42712,1012547
2024-08-03,DIG_GOOGLE_002,132108,80932,2283665
2024-08-04,DIG_GOOGLE_002,159079,104354,742258
2024-08-05,DIG_GOOGLE_002,170581,118749,1055093
2024-08-06,DIG_GOOGLE_002,115002,96368,1581928
2024-08-07,DIG_GOOGLE_002,125597,111801,1115793
2024-08-08,DIG_GOOGLE_002,76813,57224,1857492
2024-08-10,DIG_GOOGLE_002,74245,64653,2341795
2024-08-11,DIG_GOOGLE_002,209217,141343,732739
2024-08-12,DIG_GOOGLE_002,148867,132989,703710
2024-08-13,DIG_GOOGLE_002,77095,63488,1192922
2024-08-14,DIG_GOOGLE_002,79460,60847,859762
2024-08-16,DIG_GOOGLE_002,134508,112886,587365
2024-08-17,DIG_GOOGLE_002,89896,74059,730880
2024-08-18,DIG_GOOGLE_002,100535,70341,1573070
2024-08-20,DIG_GOOGLE_002,137079,87318,1852468
2024-08-21,DIG_GOOGLE_002,112784,96883,1922823
2024-08-22,DIG_GOOGLE_002,176577,154718,1356383
2024-08-23,DIG_GOOGLE_002,50447,34100,1459532
2024-08-24,DIG_GOOGLE_002,105747,73635,768287
2024-08-26,DIG_GOOGLE_002,198208,128036,1139007
2024-08-27,DIG_GOOGLE_002,58337,47550,1470593
2024-08-28,DIG_GOOGLE_002,73953,64980,710423
2024-08-29,DIG_GOOGLE_002,133324,91705,1483141
2024-08-30,DIG_GOOGLE_002,71812,57943,1115224
2024-08-31,DIG_GOOGLE_002,198553,158452,943203
2024-09-01,DIG_GOOGLE_002,125858,101577,1352765
2024-09-03,DIG_GOOGLE_002,193354,139936,1953903
2024-09-05,DIG_GOOGLE_002,58244,44976,1267633
2024-09-09,DIG_GOOGLE_002,84980,59042,1037674
2024-09-10,DIG_GOOGLE_002,134104,98104,1047175
2024-09-11,DIG_GOOGLE_002,183775,110892,643105
2024-09-12,DIG_GOOGLE_002,199521,163234,1740196
2024-09-13,DIG_GOOGLE_002,195773,164955,840035
2024-09-14,DIG_GOOGLE_002,59978,36362,1026349
2024-09-15,DIG_GOOGLE_002,228901,149933,639297
2024-09-17,DIG_GOOGLE_002,62091,51538,1310140
2024-09-18,DIG_GOOGLE_002,177287,135466,629250
2024-09-22,DIG_GOOGLE_002,227879,170061,817723
2024-09-23,DIG_GOOGLE_002,89642,73342,1654496
2024-09-26,DIG_GOOGLE_002,111987,83697,1102427
2024-09-27,DIG_GOOGLE_002,126617,96167,1178705
2024-09-29,DIG_GOOGLE_002,171889,144248,1015411
2024-09-30,DIG_GOOGLE_002,72040,50614,1467958
2024-10-03,DIG_GOOGLE_002,178102,158077,1553527
2024-10-04,DIG_GOOGLE_002,112346,69833,1342363
2024-10-05,DIG_GOOGLE_002,196342,170369,2023129
2024-10-06,DIG_GOOGLE_002,76030,50197,1548878
2024-10-08,DIG_GOOGLE_002,59657,43254,1637817
2024-10-09,DIG_GOOGLE_002,98872,61238,700109
2024-10-10,DIG_GOOGLE_002,174056,155326,1956336
2024-10-13,DIG_GOOGLE_002,127578,107858,1532854
2024-10-14,DIG_GOOGLE_002,192184,115528,584337
2024-10-17,DIG_GOOGLE_002,172681,116319,1546729
2024-10-20,DIG_GOOGLE_002,92711,61207,675467
2024-10-21,DIG_GOOGLE_002,106996,92585,1589011
2024-10-22,DIG_GOOGLE_002,145852,125905,1179848
2024-10-23,DIG_GOOGLE_002,180052,124789,1060286
2024-10-24,DIG_GOOGLE_002,167763,102207,1167563
2024-10-25,DIG_GOOGLE_002,189281,129835,1391696
2024-10-26,DIG_GOOGLE_002,119067,97743,1392870
2024-10-27,DIG_GOOGLE_002,198957,174464,1966057
2024-10-28,DIG_GOOGLE_002,82349,67057,1977046
2024-10-29,DIG_GOOGLE_002,121515,101487,1725350
2024-11-02,DIG_GOOGLE_002,225567,182248,968923
2024-11-03,DIG_GOOGLE_002,65157,46309,1260557
2024-11-04,DIG_GOOGLE_002,75970,57169,817189
2024-11-05,DIG_GOOGLE_002,138108,120168,859876
2024-11-06,DIG_GOOGLE_002,189090,118695,1786085
2024-11-07,DIG_GOOGLE_002,138215,100588,1214066
2024-11-08,DIG_GOOGLE_002,50312,44799,1461491
2024-11-09,DIG_GOOGLE_002,76305,51233,2250777
2024-11-10,DIG_GOOGLE_002,58293,46162,2393075
2024-11-12,DIG_GOOGLE_002,193746,168182,1044100
2024-11-13,DIG_GOOGLE_002,195127,174594,1359992
2024-11-14,DIG_GOOGLE_002,95297,67808,1771025
2024-11-15,DIG_GOOGLE_002,148530,111878,813776
2024-11-16,DIG_GOOGLE_002,121874,109224,1325237
2024-11-18,DIG_GOOGLE_002,101395,81153,1870874
2024-11-20,DIG_GOOGLE_002,94388,64174,1519827
2024-11-21,DIG_GOOGLE_002,117970,103965,1968896
2024-11-23,DIG_GOOGLE_002,168469,127264,1323274
2024-11-24,DIG_GOOGLE_002,187332,136998,2388656
2024-11-25,DIG_GOOGLE_002,124295,109286,631359
2024-11-27,DIG_GOOGLE_002,154607,108534,1297051
2024-11-28,DIG_GOOGLE_002,140245,84392,1258162
2024-11-29,DIG_GOOGLE_002,102207,77914,810935
2024-11-30,DIG_GOOGLE_002,207462,133505,1097130
2024-12-01,DIG_GOOGLE_002,165314,134758,2315084
2024-12-02,DIG_GOOGLE_002,146919,116004,529898
2024-12-03,DIG_GOOGLE_002,187299,123903,1193239
2024-12-04,DIG_GOOGLE_002,171614,145421,1191654
2024-12-06,DIG_GOOGLE_002,102422,82341,608055
2024-12-09,DIG_GOOGLE_002,130878,84441,1448653
2024-12-10,DIG_GOOGLE_002,192612,136747,1317252
2024-12-12,DIG_GOOGLE_002,78749,50597,863703
2024-12-13,DIG_GOOGLE_002,116756,104674,532889
2024-12-14,DIG_GOOGLE_002,78028,57891,1967615
2024-12-15,DIG_GOOGLE_002,88772,65480,2209375
2024-12-16,DIG_GOOGLE_002,174536,116841,1271061
2024-12-17,DIG_GOOGLE_002,129210,93113,1688126
2024-12-18,DIG_GOOGLE_002,195827,153937,1630078
2024-12-20,DIG_GOOGLE_002,52166,41525,847521
2024-12-21,DIG_GOOGLE_002,177332,158958,2007776
2024-12-22,DIG_GOOGLE_002,106962,79479,1368914
2024-12-24,DIG_GOOGLE_002,198996,155086,1966850
2024-12-25,DIG_GOOGLE_002,91473,56259,834573
2024-12-26,DIG_GOOGLE_002,157771,112266,585986
2024-12-27,DIG_GOOGLE_002,196063,158525,1317280
2024-12-28,DIG_GOOGLE_002,184714,160243,1998445
2024-12-29,DIG_GOOGLE_002,109427,96547,2145979
2024-12-30,DIG_GOOGLE_002,194568,125233,1890272
2025-01-01,DIG_GOOGLE_002,349875,314216,2483555
2025-01-02,DIG_GOOGLE_002,462491,411842,3976842
2025-01-04,DIG_GOOGLE_002,223022,176931,3436151
2025-01-05,DIG_GOOGLE_002,632098,441221,3189986
2025-01-06,DIG_GOOGLE_002,183314,129943,3289047
2025-01-07,DIG_GOOGLE_002,296002,211278,5530654
2025-01-13,DIG_GOOGLE_002,378903,258910,5196788
2025-01-14,DIG_GOOGLE_002,215246,141061,2507290
2025-01-15,DIG_GOOGLE_002,568953,441525,5498028
2025-01-17,DIG_GOOGLE_002,377862,234331,5557532
2025-01-18,DIG_GOOGLE_002,195041,135122,3468472
2025-01-19,DIG_GOOGLE_002,309984,278462,3074549
2025-01-20,DIG_GOOGLE_002,459055,393780,2576339
2025-01-21,DIG_GOOGLE_002,303063,199750,5440281
2025-01-22,DIG_GOOGLE_002,315214,252760,4242103
2025-01-23,DIG_GOOGLE_002,306347,225704,4654468
2025-01-24,DIG_GOOGLE_002,257421,219009,4588012
2025-01-26,DIG_GOOGLE_002,516532,380027,7064862
2025-01-27,DIG_GOOGLE_002,224149,163370,3899494
2025-01-28,DIG_GOOGLE_002,236572,200273,4739728
2025-01-29,DIG_GOOGLE_002,497553,391881,3497948
2025-01-30,DIG_GOOGLE_002,287604,223879,3237913
2025-01-31,DIG_GOOGLE_002,410904,264503,4765639
2025-02-01,DIG_GOOGLE_002,374487,282661,2995816
2025-02-02,DIG_GOOGLE_002,270396,239014,5874427
2025-02-03,DIG_GOOGLE_002,458330,385756,2851119
2025-02-04,DIG_GOOGLE_002,547681,454597,4860811
2025-02-05,DIG_GOOGLE_002,498516,399205,5223160
2025-02-08,DIG_GOOGLE_002,411010,252331,2163005
2025-02-09,DIG_GOOGLE_002,332729,268053,4969150
2025-02-11,DIG_GOOGLE_002,185927,158416,5550620
2025-02-13,DIG_GOOGLE_002,287292,242307,2844218
2025-02-15,DIG_GOOGLE_002,244397,181009,4999987
2025-02-17,DIG_GOOGLE_002,520914,464481,5764031
2025-02-18,DIG_GOOGLE_002,157590,128815,2460833
2025-02-19,DIG_GOOGLE_002,506015,349028,2301294
2025-02-20,DIG_GOOGLE_002,190936,129640,3401531
2025-02-21,DIG_GOOGLE_002,506646,371284,5333388
2025-02-23,DIG_GOOGLE_002,548139,441279,3640546
2025-02-24,DIG_GOOGLE_002,457341,327165,4280799
2025-02-26,DIG_GOOGLE_002,304026,193819,5477484
2025-02-27,DIG_GOOGLE_002,516974,376996,3191940
2025-02-28,DIG_GOOGLE_002,244253,174986,2887160
2025-03-01,DIG_GOOGLE_002,471721,422859,5347512
2025-03-02,DIG_GOOGLE_002,233530,144417,6830205
2025-03-03,DIG_GOOGLE_002,386640,292182,2114650
2025-03-04,DIG_GOOGLE_002,587098,506946,4853525
2025-03-05,DIG_GOOGLE_002,265120,173135,3023311
2025-03-06,DIG_GOOGLE_002,252260,205231,3989689
2025-03-08,DIG_GOOGLE_002,633147,478720,3937091
2025-03-09,DIG_GOOGLE_002,298435,187993,3169851
2025-03-11,DIG_GOOGLE_002,170554,142313,2815326
2025-03-12,DIG_GOOGLE_002,407983,294918,2887354
2025-03-13,DIG_GOOGLE_002,509005,454131,2738350
2025-03-14,DIG_GOOGLE_002,166454,137785,1676154
2025-03-15,DIG_GOOGLE_002,533454,465306,6031400
2025-03-18,DIG_GOOGLE_002,378162,283856,2886568
2025-03-19,DIG_GOOGLE_002,445028,327977,2337439
2025-03-20,DIG_GOOGLE_002,345477,229072,2578221
2025-03-22,DIG_GOOGLE_002,193825,155587,3014899
2025-03-23,DIG_GOOGLE_002,448689,308112,7143743
2025-03-24,DIG_GOOGLE_002,519123,359477,2738489
2025-03-26,DIG_GOOGLE_002,182766,128757,5299850
2025-03-28,DIG_GOOGLE_002,310291,210698,2374094
2025-03-29,DIG_GOOGLE_002,332435,220143,3660668
2025-03-30,DIG_GOOGLE_002,670629,433461,2855713
2025-04-01,DIG_GOOGLE_002,254093,200918,3200396
2025-04-02,DIG_GOOGLE_002,175068,153281,3604069
2025-04-04,DIG_GOOGLE_002,352634,245632,4261473
2025-04-05,DIG_GOOGLE_002,596014,360653,4262765
2025-04-06,DIG_GOOGLE_002,285081,186721,6556169
2025-04-08,DIG_GOOGLE_002,320095,229748,2363929
2025-04-10,DIG_GOOGLE_002,390474,346034,3326826
2025-04-11,DIG_GOOGLE_002,583137,517358,2434719
2025-04-12,DIG_GOOGLE_002,390411,240070,2583587
2025-04-13,DIG_GOOGLE_002,202530,150997,2218478
2025-04-15,DIG_GOOGLE_002,599080,455055,3104165
2025-04-16,DIG_GOOGLE_002,237731,179170,3236373
2025-04-17,DIG_GOOGLE_002,222243,154097,2718578
2025-04-18,DIG_GOOGLE_002,219184,193824,1762499
2025-04-19,DIG_GOOGLE_002,531172,328552,2142626
2025-04-22,DIG_GOOGLE_002,189584,155086,4794920
2025-04-23,DIG_GOOGLE_002,574235,431171,3027776
2025-04-25,DIG_GOOGLE_002,178081,140517,3649004
2025-04-26,DIG_GOOGLE_002,306444,252701,2746986
2025-04-27,DIG_GOOGLE_002,240760,147001,6371813
2025-04-28,DIG_GOOGLE_002,199654,125884,5907487
2025-04-30,DIG_GOOGLE_002,240004,177128,4727767
2025-05-01,DIG_GOOGLE_002,496093,411064,3531876
2025-05-02,DIG_GOOGLE_002,268702,180593,5677673
2025-05-03,DIG_GOOGLE_002,196584,153794,5155003
2025-05-04,DIG_GOOGLE_002,590694,452263,5836189
2025-05-05,DIG_GOOGLE_002,486996,328574,4363646
2025-05-06,DIG_GOOGLE_002,284151,189514,5845769
2025-05-07,DIG_GOOGLE_002,577404,451880,4014603
2025-05-08,DIG_GOOGLE_002,431179,335921,4373564
2025-05-09,DIG_GOOGLE_002,343574,208060,4355550
2025-05-10,DIG_GOOGLE_002,353490,314488,7142040
2025-05-11,DIG_GOOGLE_002,231665,158012,5755230
2025-05-12,DIG_GOOGLE_002,498845,391390,4167508
2025-05-13,DIG_GOOGLE_002,353472,235970,5605588
2025-05-14,DIG_GOOGLE_002,470738,288451,3299975
2025-05-15,DIG_GOOGLE_002,413362,278134,1977510
2025-05-16,DIG_GOOGLE_002,492589,344638,4167468
2025-05-17,DIG_GOOGLE_002,656461,460224,2329871
2025-05-21,DIG_GOOGLE_002,189076,164220,3945637
2025-05-24,DIG_GOOGLE_002,441068,315776,4619733
2025-05-25,DIG_GOOGLE_002,655300,510325,5231227
2025-05-28,DIG_GOOGLE_002,437808,321247,3063613
2025-05-29,DIG_GOOGLE_002,597332,367092,3200140
2025-05-30,DIG_GOOGLE_002,441926,340692,5285349
2025-06-01,DIG_GOOGLE_002,670527,489277,2293353
2025-06-02,DIG_GOOGLE_002,174602,154667,3890896
2025-06-04,DIG_GOOGLE_002,481605,357205,5917419
2025-06-05,DIG_GOOGLE_002,402185,250198,1980315
2025-06-06,DIG_GOOGLE_002,543497,444318,3987130
2025-06-07,DIG_GOOGLE_002,469153,366837,6597501
2025-06-08,DIG_GOOGLE_002,654274,544681,6431977
2025-06-10,DIG_GOOGLE_002,370001,240196,5375036
2025-06-11,DIG_GOOGLE_002,279116,169771,4578541
2025-06-12,DIG_GOOGLE_002,225403,148362,3298998
2025-06-13,DIG_GOOGLE_002,493909,343723,5828039
2025-06-15,DIG_GOOGLE_002,414845,300025,4259428
2025-06-16,DIG_GOOGLE_002,387553,293923,3239844
2025-06-18,DIG_GOOGLE_002,410141,364432,4725591
2025-06-19,DIG_GOOGLE_002,519289,410913,5555474
2025-06-20,DIG_GOOGLE_002,577601,365090,1880924
